#As_1e9    ns    H0    omegab    omegam    omegach2    w0pwa   w    xi+    xi+_msk    xi-    xi-_msk    gammat    gammat_msk    wtheta    wtheta_msk    msk
1.7108273 0.94454608 71.849837 0.054716795 0.31525823 0.13385675 -1.0 -1.1160836 0.4359178615790742 0.07348331893347233 0.5921082193103185 0.03355261883778627 0.03883816281349538 0.005547124200036936 0.010706155614185772 0.0010571834961103006 0.7530914802289893
1.8872064 0.98387575 67.603558 0.041020615 0.27939818 0.10829915 -1.0 -1.0042372 0.32511655946450035 0.05358159509698704 0.44608228709644004 0.022632308620243152 0.029359102126562366 0.00424179707836173 0.010656300137764004 0.0006698047882710354 0.5383282265145932
2.3326045 0.93672744 71.431674 0.049137284 0.34245919 0.1490219 -1.0 -0.85732699 1.1331117608357837 0.1789372055637179 1.5839022829924605 0.07381324973863769 0.14031862699113218 0.014741627517838009 0.033879776682504734 0.0014341290724529988 1.7017890254720875
2.2280663 0.9788442 61.303496 0.052475079 0.27628226 0.083464255 -1.0 -0.92589086 0.14494658960520979 0.03546376591158921 0.18545995907594903 0.017261519139833682 0.011901246588111484 0.0026893071225428324 0.006673839106174389 0.0011743394225387609 0.3616115250900386
1.874128 0.95985682 70.083922 0.050717846 0.28525995 0.11455622 -1.0 -1.0861542 0.30307914330244634 0.057006969433222615 0.4060629956439763 0.026923465852169506 0.027387160953852678 0.0044728132383097105 0.012496038969240853 0.0011706282845641487 0.5876366104622066
2.1958029 0.98611762 67.812542 0.043337973 0.27455579 0.10568132 -1.0 -0.87345578 0.3186251766098877 0.055668766425462056 0.4329049910195084 0.023496940778662462 0.03550765212586827 0.0047873417218473385 0.010117562957982745 0.00091073455640018 0.5697185946230602
1.7811586 0.99472932 67.380328 0.048965171 0.29480191 0.11096741 -1.0 -1.0458969 0.32302302681536915 0.05264105504067928 0.4527655840890907 0.02238010948820535 0.026504204485276836 0.0038814346875379567 0.008195568678774023 0.0008845709367201637 0.5390119142190269
2.3750454 0.98735139 67.053916 0.041519979 0.32215774 0.12553599 -1.0 -0.9973067 1.0313055702357647 0.15652117597305013 1.4531275050283097 0.058935144602573805 0.11890064537989 0.011865514963061737 0.02795458403712588 0.001184980161350722 1.5066221849758157
2.4346027 0.97483288 70.803611 0.048191918 0.2876642 0.11940594 -1.0 -0.94688653 0.6037719251521352 0.10095267009827713 0.82501633966374 0.04076514449785473 0.07038120647359565 0.00840906705750897 0.02008952800021669 0.0014684757126429237 0.9906998189526928
2.4559513 0.95053932 69.478835 0.046188956 0.32933834 0.1360398 -1.0 -1.0990322 1.3002800174576747 0.1948990591517881 1.8276092283970247 0.0816908382252287 0.1480086709974085 0.015450468325300391 0.04240206637593547 0.0016107416316396863 1.8933796502861335
1.8326548 0.96292209 74.554881 0.044228587 0.28218403 0.13162073 -1.0 -0.93022111 0.4238130944332009 0.06660407491488009 0.5813187280681935 0.026443582421362074 0.04524307089002279 0.00570209510082115 0.014849699165365951 0.00095104520777936 0.66962009623031
2.3589577 0.99308346 61.478192 0.04269395 0.31182208 0.10107367 -1.0 -0.89818002 0.4793742038677838 0.08090554769847652 0.6619997151137387 0.033477637886730666 0.04939634880966256 0.006018564049602993 0.010965568999674097 0.0008517535261750717 0.7992119378227462
1.7951387 0.96754529 60.873254 0.043795523 0.34806873 0.11210491 -1.0 -1.1319104 0.4919643763561262 0.08021887217488217 0.6757523454189209 0.0361798530110845 0.03868588277580074 0.005297196866200273 0.009925459027615102 0.0006028154873649106 0.8038211811357879
2.3915555 0.98619153 70.021043 0.041554451 0.33073636 0.14113921 -1.0 -0.94715095 1.4579566723122066 0.20100818578105195 2.0950422365556984 0.07384068828271294 0.17885036949895577 0.016701846069260232 0.046614939104708694 0.001431050559655532 1.8781600418079933
2.4916195 0.9587523 74.573642 0.053276557 0.346268 0.16229409 -1.0 -0.97613423 1.9699934752387787 0.2820259164955759 2.6784400360095093 0.10799303974515201 0.23090807210398967 0.02187754292585354 0.04599729524630673 0.0022871892273152415 2.5398750673662156
